policy_id,period,premium_due,premium_paid,on_time_flag
POL-000029,2026-06-01,2226.1,2226.1,1
POL-000030,2026-01-01,69.04,69.04,1
POL-000030,2026-02-01,69.04,69.04,1
POL-000030,2026-03-01,69.04,69.04,1
POL-000030,2026-04-01,69.04,69.04,1
POL-000030,2026-05-01,69.04,69.04,1
POL-000030,2026-06-01,69.04,0.0,0
POL-000031,2026-01-01,220.34,220.34,1
POL-000031,2026-02-01,220.34,220.34,1
POL-000031,2026-03-01,220.34,220.34,1
POL-000031,2026-04-01,220.34,220.34,1
POL-000031,2026-05-01,220.34,220.34,1
POL-000031,2026-06-01,220.34,220.34,1
POL-000032,2026-01-01,63.31,63.31,1
POL-000032,2026-02-01,63.31,63.31,1
POL-000032,2026-03-01,63.31,63.31,1
POL-000032,2026-04-01,63.31,63.31,1
POL-000032,2026-05-01,63.31,63.31,1
POL-000032,2026-06-01,63.31,0.0,0
POL-000033,2026-01-01,1369.42,1369.42,1
POL-000033,2026-02-01,1369.42,0.0,0
POL-000033,2026-03-01,1369.42,1369.42,1
POL-000033,2026-04-01,1369.42,1369.42,1
POL-000033,2026-05-01,1369.42,0.0,0
POL-000033,2026-06-01,1369.42,1369.42,1
POL-000034,2026-01-01,500.65,500.65,1
POL-000034,2026-02-01,500.65,500.65,1
POL-000034,2026-03-01,500.65,500.65,1
POL-000034,2026-04-01,500.65,500.65,1
POL-000034,2026-05-01,500.65,500.65,1
POL-000034,2026-06-01,500.65,500.65,1
POL-000035,2026-01-01,251.44,251.44,1
POL-000035,2026-02-01,251.44,0.0,0
POL-000035,2026-03-01,251.44,251.44,1
POL-000035,2026-04-01,251.44,251.44,1
POL-000035,2026-05-01,251.44,251.44,1
POL-000035,2026-06-01,251.44,0.0,0
POL-000036,2026-01-01,140.68,140.68,1
POL-000036,2026-02-01,140.68,140.68,1
POL-000036,2026-03-01,140.68,140.68,1
POL-000036,2026-04-01,140.68,0.0,0
POL-000036,2026-05-01,140.68,140.68,1
POL-000036,2026-06-01,140.68,140.68,1
POL-000037,2026-01-01,221.13,221.13,1
POL-000037,2026-02-01,221.13,221.13,1
POL-000037,2026-03-01,221.13,221.13,1
POL-000037,2026-04-01,221.13,221.13,1
POL-000037,2026-05-01,221.13,221.13,1
POL-000037,2026-06-01,221.13,221.13,1
POL-000038,2026-01-01,197.42,197.42,1
POL-000038,2026-02-01,197.42,197.42,1
POL-000038,2026-03-01,197.42,197.42,1
POL-000038,2026-04-01,197.42,197.42,1
POL-000038,2026-05-01,197.42,197.42,1
POL-000038,2026-06-01,197.42,197.42,1
POL-000039,2026-01-01,66.59,66.59,1
POL-000039,2026-02-01,66.59,0.0,0
POL-000039,2026-03-01,66.59,66.59,1
POL-000039,2026-04-01,66.59,66.59,1
POL-000039,2026-05-01,66.59,66.59,1
POL-000039,2026-06-01,66.59,66.59,1
POL-000040,2026-01-01,514.1,514.1,1
POL-000040,2026-02-01,514.1,514.1,1
POL-000040,2026-03-01,514.1,514.1,1
POL-000040,2026-04-01,514.1,514.1,1
POL-000040,2026-05-01,514.1,514.1,1
POL-000040,2026-06-01,514.1,514.1,1
POL-000041,2026-01-01,135.09,135.09,1
POL-000041,2026-02-01,135.09,135.09,1
POL-000041,2026-03-01,135.09,135.09,1
POL-000041,2026-04-01,135.09,0.0,0
POL-000041,2026-05-01,135.09,135.09,1
POL-000041,2026-06-01,135.09,135.09,1
POL-000042,2026-01-01,70.0,70.0,1
POL-000042,2026-02-01,70.0,70.0,1
POL-000042,2026-03-01,70.0,70.0,1
POL-000042,2026-04-01,70.0,70.0,1
POL-000042,2026-05-01,70.0,70.0,1
POL-000042,2026-06-01,70.0,70.0,1
POL-000043,2026-01-01,215.83,0.0,0
POL-000043,2026-02-01,215.83,215.83,1
POL-000043,2026-03-01,215.83,215.83,1
POL-000043,2026-04-01,215.83,215.83,1
POL-000043,2026-05-01,215.83,215.83,1
POL-000043,2026-06-01,215.83,0.0,0
POL-000044,2026-01-01,64.95,64.95,1
POL-000044,2026-02-01,64.95,64.95,1
POL-000044,2026-03-01,64.95,0.0,0
POL-000044,2026-04-01,64.95,64.95,1
POL-000044,2026-05-01,64.95,64.95,1
POL-000044,2026-06-01,64.95,0.0,0
POL-000045,2026-01-01,214.77,214.77,1
POL-000045,2026-02-01,214.77,214.77,1
POL-000045,2026-03-01,214.77,214.77,1
POL-000045,2026-04-01,214.77,214.77,1
POL-000045,2026-05-01,214.77,214.77,1
POL-000045,2026-06-01,214.77,214.77,1
POL-000046,2026-01-01,115.48,115.48,1
POL-000046,2026-02-01,115.48,115.48,1
POL-000046,2026-03-01,115.48,115.48,1
POL-000046,2026-04-01,115.48,115.48,1
POL-000046,2026-05-01,115.48,115.48,1
POL-000046,2026-06-01,115.48,115.48,1
POL-000047,2026-01-01,274.41,274.41,1
POL-000047,2026-02-01,274.41,274.41,1
POL-000047,2026-03-01,274.41,274.41,1
POL-000047,2026-04-01,274.41,274.41,1
POL-000047,2026-05-01,274.41,274.41,1
POL-000047,2026-06-01,274.41,274.41,1
POL-000048,2026-01-01,62.25,62.25,1
POL-000048,2026-02-01,62.25,62.25,1
POL-000048,2026-03-01,62.25,0.0,0
POL-000048,2026-04-01,62.25,62.25,1
POL-000048,2026-05-01,62.25,62.25,1
POL-000048,2026-06-01,62.25,62.25,1
POL-000049,2026-01-01,201.3,201.3,1
POL-000049,2026-02-01,201.3,201.3,1
POL-000049,2026-03-01,201.3,201.3,1
POL-000049,2026-04-01,201.3,201.3,1
POL-000049,2026-05-01,201.3,201.3,1
POL-000049,2026-06-01,201.3,201.3,1
POL-000050,2026-01-01,250.49,250.49,1
POL-000050,2026-02-01,250.49,250.49,1
POL-000050,2026-03-01,250.49,250.49,1
POL-000050,2026-04-01,250.49,250.49,1
POL-000050,2026-05-01,250.49,250.49,1
POL-000050,2026-06-01,250.49,250.49,1
POL-000051,2026-01-01,207.82,207.82,1
POL-000051,2026-02-01,207.82,0.0,0
POL-000051,2026-03-01,207.82,207.82,1
POL-000051,2026-04-01,207.82,0.0,0
POL-000051,2026-05-01,207.82,207.82,1
POL-000051,2026-06-01,207.82,207.82,1
POL-000052,2026-01-01,159.24,159.24,1
POL-000052,2026-02-01,159.24,159.24,1
POL-000052,2026-03-01,159.24,0.0,0
POL-000052,2026-04-01,159.24,0.0,0
POL-000052,2026-05-01,159.24,0.0,0
POL-000052,2026-06-01,159.24,0.0,0
POL-000053,2026-01-01,223.81,223.81,1
POL-000053,2026-02-01,223.81,0.0,0
POL-000053,2026-03-01,223.81,223.81,1
POL-000053,2026-04-01,223.81,223.81,1
POL-000053,2026-05-01,223.81,223.81,1
POL-000053,2026-06-01,223.81,223.81,1
POL-000054,2026-01-01,145.78,145.78,1
POL-000054,2026-02-01,145.78,145.78,1
POL-000054,2026-03-01,145.78,145.78,1
POL-000054,2026-04-01,145.78,0.0,0
POL-000054,2026-05-01,145.78,145.78,1
POL-000054,2026-06-01,145.78,145.78,1
POL-000055,2026-01-01,75.67,75.67,1
POL-000055,2026-02-01,75.67,75.67,1
POL-000055,2026-03-01,75.67,75.67,1
POL-000055,2026-04-01,75.67,75.67,1
POL-000055,2026-05-01,75.67,75.67,1
POL-000055,2026-06-01,75.67,75.67,1
POL-000056,2026-01-01,64.72,0.0,0
POL-000056,2026-02-01,64.72,64.72,1
POL-000056,2026-03-01,64.72,64.72,1
POL-000056,2026-04-01,64.72,64.72,1
POL-000056,2026-05-01,64.72,64.72,1
POL-000056,2026-06-01,64.72,64.72,1
POL-000057,2026-01-01,141.37,141.37,1
POL-000057,2026-02-01,141.37,141.37,1
POL-000057,2026-03-01,141.37,141.37,1
POL-000057,2026-04-01,141.37,141.37,1
POL-000057,2026-05-01,141.37,141.37,1
POL-000057,2026-06-01,141.37,141.37,1
POL-000058,2026-01-01,517.37,0.0,0
POL-000058,2026-02-01,517.37,517.37,1
POL-000058,2026-03-01,517.37,517.37,1
POL-000058,2026-04-01,517.37,517.37,1
POL-000058,2026-05-01,517.37,517.37,1
POL-000058,2026-06-01,517.37,517.37,1
POL-000059,2026-01-01,131.28,131.28,1
POL-000059,2026-02-01,131.28,131.28,1
POL-000059,2026-03-01,131.28,131.28,1
POL-000059,2026-04-01,131.28,131.28,1
POL-000059,2026-05-01,131.28,131.28,1
POL-000059,2026-06-01,131.28,131.28,1
POL-000060,2026-01-01,226.71,226.71,1
POL-000060,2026-02-01,226.71,226.71,1
POL-000060,2026-03-01,226.71,226.71,1
POL-000060,2026-04-01,226.71,226.71,1
POL-000060,2026-05-01,226.71,226.71,1
POL-000060,2026-06-01,226.71,226.71,1
POL-000061,2026-01-01,272.66,272.66,1
POL-000061,2026-02-01,272.66,272.66,1
POL-000061,2026-03-01,272.66,272.66,1
POL-000061,2026-04-01,272.66,272.66,1
POL-000061,2026-05-01,272.66,272.66,1
POL-000061,2026-06-01,272.66,272.66,1
POL-000062,2026-01-01,122.12,122.12,1
POL-000062,2026-02-01,122.12,122.12,1
POL-000062,2026-03-01,122.12,122.12,1
POL-000062,2026-04-01,122.12,122.12,1
POL-000062,2026-05-01,122.12,122.12,1
POL-000062,2026-06-01,122.12,122.12,1
POL-000063,2026-01-01,57.93,57.93,1
POL-000063,2026-02-01,57.93,0.0,0
POL-000063,2026-03-01,57.93,0.0,0
POL-000063,2026-04-01,57.93,57.93,1
POL-000063,2026-05-01,57.93,57.93,1
POL-000063,2026-06-01,57.93,57.93,1
POL-000064,2026-01-01,144.66,144.66,1
POL-000064,2026-02-01,144.66,0.0,0
POL-000064,2026-03-01,144.66,144.66,1
POL-000064,2026-04-01,144.66,144.66,1
POL-000064,2026-05-01,144.66,0.0,0
POL-000064,2026-06-01,144.66,144.66,1
POL-000065,2026-01-01,115.84,115.84,1
POL-000065,2026-02-01,115.84,115.84,1
POL-000065,2026-03-01,115.84,115.84,1
POL-000065,2026-04-01,115.84,115.84,1
POL-000065,2026-05-01,115.84,115.84,1
POL-000065,2026-06-01,115.84,0.0,0
POL-000066,2026-01-01,57.77,57.77,1
POL-000066,2026-02-01,57.77,0.0,0
POL-000066,2026-03-01,57.77,57.77,1
POL-000066,2026-04-01,57.77,57.77,1
POL-000066,2026-05-01,57.77,57.77,1
POL-000066,2026-06-01,57.77,57.77,1
POL-000067,2026-01-01,460.51,460.51,1
POL-000067,2026-02-01,460.51,460.51,1
POL-000067,2026-03-01,460.51,460.51,1
POL-000067,2026-04-01,460.51,460.51,1
POL-000067,2026-05-01,460.51,460.51,1
POL-000067,2026-06-01,460.51,460.51,1
POL-000068,2026-01-01,985.59,985.59,1
POL-000068,2026-02-01,985.59,985.59,1
POL-000068,2026-03-01,985.59,985.59,1
POL-000068,2026-04-01,985.59,985.59,1
POL-000068,2026-05-01,985.59,0.0,0
POL-000068,2026-06-01,985.59,0.0,0
POL-000069,2026-01-01,61.83,61.83,1
POL-000069,2026-02-01,61.83,61.83,1
POL-000069,2026-03-01,61.83,61.83,1
POL-000069,2026-04-01,61.83,61.83,1
POL-000069,2026-05-01,61.83,61.83,1
POL-000069,2026-06-01,61.83,61.83,1
POL-000070,2026-01-01,60.79,60.79,1
POL-000070,2026-02-01,60.79,60.79,1
POL-000070,2026-03-01,60.79,60.79,1
POL-000070,2026-04-01,60.79,60.79,1
POL-000070,2026-05-01,60.79,60.79,1
POL-000070,2026-06-01,60.79,60.79,1
POL-000071,2026-01-01,263.43,263.43,1
POL-000071,2026-02-01,263.43,263.43,1
POL-000071,2026-03-01,263.43,263.43,1
POL-000071,2026-04-01,263.43,263.43,1
POL-000071,2026-05-01,263.43,263.43,1
POL-000071,2026-06-01,263.43,263.43,1
POL-000072,2026-01-01,1031.24,1031.24,1
POL-000072,2026-02-01,1031.24,1031.24,1
POL-000072,2026-03-01,1031.24,1031.24,1
POL-000072,2026-04-01,1031.24,1031.24,1
POL-000072,2026-05-01,1031.24,1031.24,1
POL-000072,2026-06-01,1031.24,1031.24,1
POL-000073,2026-01-01,1256.77,1256.77,1
POL-000073,2026-02-01,1256.77,0.0,0
POL-000073,2026-03-01,1256.77,1256.77,1
POL-000073,2026-04-01,1256.77,0.0,0
POL-000073,2026-05-01,1256.77,1256.77,1
POL-000073,2026-06-01,1256.77,0.0,0
POL-000074,2026-01-01,1042.54,1042.54,1
POL-000074,2026-02-01,1042.54,1042.54,1
POL-000074,2026-03-01,1042.54,1042.54,1
POL-000074,2026-04-01,1042.54,1042.54,1
POL-000074,2026-05-01,1042.54,1042.54,1
POL-000074,2026-06-01,1042.54,1042.54,1
POL-000075,2026-01-01,150.85,0.0,0
POL-000075,2026-02-01,150.85,150.85,1
POL-000075,2026-03-01,150.85,150.85,1
POL-000075,2026-04-01,150.85,0.0,0
POL-000075,2026-05-01,150.85,0.0,0
POL-000075,2026-06-01,150.85,0.0,0
POL-000076,2026-01-01,2060.04,2060.04,1
POL-000076,2026-02-01,2060.04,2060.04,1
POL-000076,2026-03-01,2060.04,2060.04,1
POL-000076,2026-04-01,2060.04,2060.04,1
POL-000076,2026-05-01,2060.04,2060.04,1
POL-000076,2026-06-01,2060.04,2060.04,1
POL-000077,2026-01-01,119.28,119.28,1
POL-000077,2026-02-01,119.28,119.28,1
POL-000077,2026-03-01,119.28,119.28,1
POL-000077,2026-04-01,119.28,119.28,1
POL-000077,2026-05-01,119.28,119.28,1
POL-000077,2026-06-01,119.28,119.28,1
POL-000078,2026-01-01,68.14,68.14,1
POL-000078,2026-02-01,68.14,0.0,0
POL-000078,2026-03-01,68.14,68.14,1
POL-000078,2026-04-01,68.14,68.14,1
POL-000078,2026-05-01,68.14,68.14,1
POL-000078,2026-06-01,68.14,68.14,1
POL-000079,2026-01-01,232.93,232.93,1
POL-000079,2026-02-01,232.93,232.93,1
POL-000079,2026-03-01,232.93,232.93,1
POL-000079,2026-04-01,232.93,0.0,0
POL-000079,2026-05-01,232.93,232.93,1
POL-000079,2026-06-01,232.93,0.0,0
POL-000080,2026-01-01,260.88,260.88,1
POL-000080,2026-02-01,260.88,260.88,1
POL-000080,2026-03-01,260.88,260.88,1
POL-000080,2026-04-01,260.88,260.88,1
POL-000080,2026-05-01,260.88,260.88,1
POL-000080,2026-06-01,260.88,260.88,1
POL-000081,2026-01-01,502.82,502.82,1
POL-000081,2026-02-01,502.82,502.82,1
POL-000081,2026-03-01,502.82,502.82,1
POL-000081,2026-04-01,502.82,0.0,0
POL-000081,2026-05-01,502.82,0.0,0
POL-000081,2026-06-01,502.82,502.82,1
POL-000082,2026-01-01,192.77,192.77,1
POL-000082,2026-02-01,192.77,0.0,0
POL-000082,2026-03-01,192.77,0.0,0
POL-000082,2026-04-01,192.77,192.77,1
POL-000082,2026-05-01,192.77,192.77,1
POL-000082,2026-06-01,192.77,192.77,1
POL-000083,2026-01-01,419.35,419.35,1
POL-000083,2026-02-01,419.35,0.0,0
POL-000083,2026-03-01,419.35,419.35,1
POL-000083,2026-04-01,419.35,419.35,1
POL-000083,2026-05-01,419.35,419.35,1
POL-000083,2026-06-01,419.35,419.35,1
POL-000084,2026-01-01,124.21,124.21,1
POL-000084,2026-02-01,124.21,124.21,1
POL-000084,2026-03-01,124.21,124.21,1
POL-000084,2026-04-01,124.21,124.21,1
POL-000084,2026-05-01,124.21,124.21,1
POL-000084,2026-06-01,124.21,124.21,1
POL-000085,2026-01-01,61.19,61.19,1
POL-000085,2026-02-01,61.19,61.19,1
POL-000085,2026-03-01,61.19,61.19,1
POL-000085,2026-04-01,61.19,61.19,1
POL-000085,2026-05-01,61.19,0.0,0
POL-000085,2026-06-01,61.19,61.19,1
POL-000086,2026-01-01,441.13,441.13,1
POL-000086,2026-02-01,441.13,441.13,1
POL-000086,2026-03-01,441.13,441.13,1
POL-000086,2026-04-01,441.13,441.13,1
POL-000086,2026-05-01,441.13,441.13,1
POL-000086,2026-06-01,441.13,441.13,1
POL-000087,2026-01-01,139.35,139.35,1
POL-000087,2026-02-01,139.35,139.35,1
POL-000087,2026-03-01,139.35,139.35,1
POL-000087,2026-04-01,139.35,139.35,1
POL-000087,2026-05-01,139.35,139.35,1
POL-000087,2026-06-01,139.35,139.35,1
POL-000088,2026-01-01,72.17,72.17,1
POL-000088,2026-02-01,72.17,72.17,1
POL-000088,2026-03-01,72.17,72.17,1
POL-000088,2026-04-01,72.17,72.17,1
POL-000088,2026-05-01,72.17,72.17,1
POL-000088,2026-06-01,72.17,72.17,1
POL-000089,2026-01-01,164.67,164.67,1
POL-000089,2026-02-01,164.67,164.67,1
POL-000089,2026-03-01,164.67,164.67,1
POL-000089,2026-04-01,164.67,164.67,1
POL-000089,2026-05-01,164.67,164.67,1
POL-000089,2026-06-01,164.67,164.67,1
POL-000090,2026-01-01,408.53,408.53,1
POL-000090,2026-02-01,408.53,408.53,1
POL-000090,2026-03-01,408.53,408.53,1
POL-000090,2026-04-01,408.53,408.53,1
POL-000090,2026-05-01,408.53,0.0,0
POL-000090,2026-06-01,408.53,408.53,1
POL-000091,2026-01-01,1003.25,1003.25,1
POL-000091,2026-02-01,1003.25,1003.25,1
POL-000091,2026-03-01,1003.25,1003.25,1
POL-000091,2026-04-01,1003.25,1003.25,1
POL-000091,2026-05-01,1003.25,1003.25,1
POL-000091,2026-06-01,1003.25,1003.25,1
POL-000092,2026-01-01,482.08,482.08,1
POL-000092,2026-02-01,482.08,482.08,1
POL-000092,2026-03-01,482.08,482.08,1
POL-000092,2026-04-01,482.08,482.08,1
POL-000092,2026-05-01,482.08,482.08,1
POL-000092,2026-06-01,482.08,482.08,1
POL-000093,2026-01-01,226.04,226.04,1
POL-000093,2026-02-01,226.04,226.04,1
POL-000093,2026-03-01,226.04,226.04,1
POL-000093,2026-04-01,226.04,226.04,1
POL-000093,2026-05-01,226.04,226.04,1
POL-000093,2026-06-01,226.04,226.04,1
POL-000094,2026-01-01,442.0,442.0,1
POL-000094,2026-02-01,442.0,442.0,1
POL-000094,2026-03-01,442.0,442.0,1
POL-000094,2026-04-01,442.0,442.0,1
POL-000094,2026-05-01,442.0,442.0,1
POL-000094,2026-06-01,442.0,442.0,1
POL-000095,2026-01-01,64.49,64.49,1
POL-000095,2026-02-01,64.49,64.49,1
POL-000095,2026-03-01,64.49,64.49,1
POL-000095,2026-04-01,64.49,64.49,1
POL-000095,2026-05-01,64.49,64.49,1
POL-000095,2026-06-01,64.49,64.49,1
POL-000096,2026-01-01,215.53,215.53,1
POL-000096,2026-02-01,215.53,215.53,1
POL-000096,2026-03-01,215.53,215.53,1
POL-000096,2026-04-01,215.53,215.53,1
POL-000096,2026-05-01,215.53,215.53,1
POL-000096,2026-06-01,215.53,215.53,1
POL-000097,2026-01-01,255.44,255.44,1
POL-000097,2026-02-01,255.44,255.44,1
POL-000097,2026-03-01,255.44,255.44,1
POL-000097,2026-04-01,255.44,255.44,1
POL-000097,2026-05-01,255.44,255.44,1
POL-000097,2026-06-01,255.44,255.44,1
POL-000098,2026-01-01,1064.13,1064.13,1
POL-000098,2026-02-01,1064.13,1064.13,1
POL-000098,2026-03-01,1064.13,0.0,0
POL-000098,2026-04-01,1064.13,0.0,0
POL-000098,2026-05-01,1064.13,1064.13,1
POL-000098,2026-06-01,1064.13,1064.13,1
POL-000099,2026-01-01,62.45,62.45,1
POL-000099,2026-02-01,62.45,62.45,1
POL-000099,2026-03-01,62.45,62.45,1
POL-000099,2026-04-01,62.45,62.45,1
POL-000099,2026-05-01,62.45,62.45,1
POL-000099,2026-06-01,62.45,62.45,1
POL-000100,2026-01-01,2756.62,2756.62,1
POL-000100,2026-02-01,2756.62,2756.62,1
POL-000100,2026-03-01,2756.62,2756.62,1
POL-000100,2026-04-01,2756.62,0.0,0
POL-000100,2026-05-01,2756.62,2756.62,1
POL-000100,2026-06-01,2756.62,2756.62,1
POL-000101,2026-01-01,217.93,0.0,0
